"SessionId";"GameId";"RoundId";"PlayerId";"PlayerName";"Money"
2018/08/03/19-04-09;1;0;0;Emys;0
2018/08/03/19-04-09;1;0;1;Glin;0
2018/08/03/19-04-09;1;0;2;Player;0
2018/08/03/19-04-09;1;1;0;Emys;3000
2018/08/03/19-04-09;1;1;1;Glin;3000
2018/08/03/19-04-09;1;1;2;Player;3000
2018/08/03/19-04-09;1;2;0;Emys;3000
2018/08/03/19-04-09;1;2;1;Glin;3000
2018/08/03/19-04-09;1;2;2;Player;3000
2018/08/03/19-04-09;1;3;0;Emys;8000
2018/08/03/19-04-09;1;3;1;Glin;6000
2018/08/03/19-04-09;1;3;2;Player;11000
